Row,Loss_RAMSEY,Loss_OSR,CEV
Union,0.0740344682073349,0.210655650565912,2.20400590730063
Home,0.0775978287417086,0.00518058502157941,-1.6046293442011
Foreign,0.072366564164625,0.417216628294874,3.50161899890893
