Row,Loss_RAMSEY,Loss_OSR,CEV
Union,0.0267875920184226,0.0840333820551577,1.42667651132722
Home,0.02250497715442,0.00306753321411343,-0.831329728734374
Foreign,0.0402864674871991,0.32699366730113,3.1928096985511
