Row,Loss_RAMSEY,Loss_OSR,CEV
Union,0.021454106677683,0.0292132438196734,0.525243211964909
Home,0.0180455416279796,0.0220425860586386,0.376984264011538
Foreign,0.0329206838393996,0.0514465239503757,0.811601218135576
