Coefficient,Value
FP_y_gapH,1.44519052822404
FP_y_gapF,-0.31849408764737
FP_pieH,5.26018256852453
FP_pieF,10
FP_y_gapH_starr,-10
FP_y_gapF_starr,-4.7323831653425
FP_pieH_starr,-4.4512245852875
FP_pieF_starr,10
