Coefficient,Value
FP_y_gapH,9.40877417350529
FP_y_gapF,9.99998108930776
FP_pieH,1.79884253403142
FP_pieF,1.95738017489209
FP_y_gapH_starr,9.99991538546573
FP_y_gapF_starr,9.40376977523514
FP_pieH_starr,1.90779044449563
FP_pieF_starr,1.8589435119649
