Coefficient,Value
FP_y_gapH,-8.22264028736828
FP_y_gapF,-2.56068599159373
FP_pieH,3.27491680804693
FP_pieF,1.13539091076259
FP_y_gapH_starr,-8.63590291228001
FP_y_gapF_starr,-3.41921445412973
FP_pieH_starr,7.61400358092868
FP_pieF_starr,2.4067272750508
