Row,Loss_RAMSEY,Loss_OSR,CEV
Union,0.0278191079679426,0.115616190618299,1.76682598175102
Home,0.0236113423974723,0.0185656338830666,-0.423559876996264
Foreign,0.0408098612586035,0.40681213114775,3.60741098857657
