Row,Loss_RAMSEY,Loss_OSR,CEV
Union,0.0245967317759618,0.123281878290631,1.87318050636089
Home,0.0411552241135068,0.00465444938741941,-1.13921258928886
Foreign,0.0082477978752463,0.241978578952061,2.88278125629055
