OriginalVariableNames,Var1
FP_y_gapH,-6.69268872091857
FP_y_gapF,-6.43674298192641
FP_pieH,3.15533369542668
FP_pieF,2.96409175777904
FP_s_gap,-0.294645159260943
FP_y_gapH_starr,-7.04089809690868
FP_y_gapF_starr,4.29415022629104
FP_pieH_starr,1.74664830054469
FP_pieF_starr,1.64910501326275
FP_s_gap_starr,7.34586965229785
