Row,Loss_RAMSEY,Loss_OSR,CEV
Union,0.0716049004504423,0.0771159422519809,0.442660313269208
Home,0.0244153772736924,0.0304934518021536,0.464875592570216
Foreign,0.214899967207208,0.218712270680578,0.368169211018585
