Coefficient,Value
FP_c_gapH,2.6641055292627
FP_c_gapF,-2.04085990948833
FP_s_gapH,2.94147902862995
FP_c_gapH_starr,-9.99995775203824
FP_c_gapF_starr,6.8235143481759
FP_s_gapF_starr,9.93119770115288
